Date,Open,High,Low,Close,Volume,MA,EMA,AROONDOWN,AROONUP,MFI,MOM,T10YIE,SP500,SOFR180DAYAVG,IHLIDXUS,OBMMIC15YF
2020-02-03,74.41534296853129,76.66272124980865,73.90669058484998,75.4815673828125,173788400,74.59883677164713,74.48499076238421,100.0,78.57142857142857,43.34563806604813,-2.46258544921875,1.63,3248.92,1.80147,99.97,3.102
2020-02-04,77.10780053277941,78.16668891770972,76.69696503392531,77.97349548339844,136616400,74.91536102294921,74.71005558309481,92.85714285714286,71.42857142857143,50.6820709113902,0.5575790405273438,1.64,3297.59,1.79861,100.03,3.126
2020-02-05,79.11551850836189,79.41876062039026,77.997948970446,78.60931396484375,118826800,75.25780741373698,74.96162063998185,85.71428571428572,64.28571428571429,56.68297945981505,0.9170379638671875,1.66,3334.69,1.79587,100.12,3.099
2020-02-06,78.88321098558839,79.53125644207992,78.3183102798399,79.52880859375,105425600,75.59373245239257,75.25627792732173,78.57142857142857,57.142857142857146,56.67630809179853,1.4623947143554688,1.67,3345.78,1.79295,100.24,3.118
2020-02-07,79.021394547702,79.27387443464954,77.95019340132585,78.44779968261719,117684000,75.89142303466797,75.46218255669564,71.42857142857143,50.0,50.26172123615981,0.6063613891601562,1.66,3327.71,1.79004,100.2,3.091
2020-02-10,77.01380847175847,78.82038879394531,76.93292005344043,78.82038879394531,109348800,76.15555801391602,75.67884102361496,64.28571428571429,42.85714285714286,50.27736325682256,3.2678909301757812,1.66,3352.09,1.78079,100.26,3.09
2020-02-11,79.32289265032175,79.39642756703759,78.12422114321298,78.34483337402344,94323200,76.40473836263021,75.85084053009292,57.142857142857146,35.714285714285715,50.11155948174134,0.655029296875,1.65,3357.75,1.77771,100.23,3.115
2020-02-12,78.80077596332427,80.21025261765767,78.80077596332427,80.20535278320312,113730400,76.7019152323405,76.13177680448713,50.0,100.0,55.68218848064643,0.8892974853515625,1.66,3379.45,1.77435,100.19,3.118
2020-02-13,79.4675169168609,79.96512313889157,79.26161166781336,79.63420104980469,94747600,76.96269098917644,76.35773965902375,42.85714285714286,92.85714285714286,49.51402541440136,0.43308258056640625,1.67,3373.94,1.77121,100.12,3.112
2020-02-14,79.60233429981989,79.90629608279724,79.1390493545397,79.65381622314453,80113600,77.1695053100586,76.57038975993477,35.714285714285715,85.71428571428572,51.515504143950096,3.964385986328125,1.66,3380.16,1.76807,100.09,3.111
2020-02-18,77.30305645945641,78.37916492593699,77.11921166291395,78.19532012939453,152531200,77.35150527954102,76.67522397731928,28.571428571428573,78.57142857142857,43.03755635241429,2.7137527465820312,1.65,3370.29,1.75602,99.21,3.107
2020-02-19,78.440433104057,79.56066233468336,78.440433104057,79.32778930664062,93984000,77.55193557739258,76.84635722437227,21.42857142857143,71.42857142857143,38.90940734774915,1.3542938232421875,1.65,3386.15,1.75327,98.98,3.12
2020-02-20,79.08512570920132,79.58027830709894,78.00166381080876,78.51397705078125,100566000,77.73673197428386,76.95394560026962,14.285714285714286,64.28571428571429,39.51996165028786,-0.0953369140625,1.63,3373.23,1.75042,98.75,3.127
2020-02-21,78.10216448230571,78.55074993816775,76.11173951225685,76.73680877685547,129554000,77.82316207885742,76.93993677295258,7.142857142857143,57.142857142857146,41.17425162315559,-2.7919998168945312,1.61,3337.75,1.74762,98.54,3.079
2020-02-24,72.86626953756218,74.56253988460392,70.89790502092276,73.09178161621094,222195200,77.73559544881185,76.69166869832408,100.0,50.0,40.19418286664919,-5.35601806640625,1.59,3225.89,1.73859,98.35,3.023
2020-02-25,73.77078776880475,74.15808416146942,70.13801298660944,70.61600494384766,230673600,77.55979741414389,76.29969039158367,100.0,42.85714285714286,30.63530253382724,-8.204383850097656,1.53,3128.21,1.73557,98.3,2.987
2020-02-26,70.23605679179596,73.01824251988717,70.228703300101,71.7362289428711,198054800,77.36729507446289,76.00527352392479,92.85714285714286,35.714285714285715,33.02395022898905,-6.608604431152344,1.54,3116.39,1.7326,98.31,2.98
2020-02-27,68.90502091103451,70.10613857225883,66.90968876095208,67.04695892333984,320605600,77.05337270100911,75.42731774324189,100.0,28.571428571428573,24.726716004886608,-13.158393859863281,1.53,2978.76,1.72935,98.36,2.947
2020-02-28,63.06121509082687,68.24563654634565,62.84304902129187,67.00774383544922,426510000,76.74906590779622,74.8841194266101,100.0,21.42857142857143,22.023553168508332,-12.626457214355469,1.41,2954.22,1.7261,98.4,2.879
2020-03-02,69.19427690263802,73.89089942135963,68.07650116539429,73.2462158203125,341397200,76.62091700236003,74.7784482262038,92.85714285714286,14.285714285714286,33.124606668003025,-6.407600402832031,1.41,3090.23,1.7166299999999999,98.59,2.769
2020-03-03,74.4375167639701,74.51840516229313,70.05710291360157,70.91995239257812,319475600,76.38677698771158,74.52951301113119,85.71428571428572,7.142857142857143,38.203415076275995,-7.275367736816406,1.45,3003.37,1.7131599999999998,98.55,2.758
2020-03-04,72.66527087569797,74.3713485312457,71.85390308723409,74.20956420898438,219178400,76.27989857991537,74.50887115292817,78.57142857142857,0.0,40.258636275762086,-5.11822509765625,1.46,3130.12,1.70996,98.44,2.726
2020-03-05,72.43973646773645,73.42759536185702,71.43227075705092,71.80241394042969,187572800,76.0835698445638,74.33426101018632,71.42857142857143,0.0,39.14786732974476,-6.7115631103515625,1.4,3023.94,1.70481,98.31,2.732
2020-03-06,69.12563136585776,71.28764758904255,68.93688676757817,70.84886932373047,226176800,75.84298502604166,74.10939703041498,64.28571428571429,0.0,37.50356079373945,-5.887939453125,1.31,2972.37,1.69904,98.18,2.691
2020-03-09,64.65208352514068,68.16719496016444,64.4682387378654,65.24529266357422,286744800,75.42311350504558,73.53751932932848,57.142857142857146,14.285714285714286,36.37720454741524,-7.846488952636719,0.99,2746.56,1.6816200000000001,97.77,2.669
2020-03-10,67.93433445264945,70.21400699266337,66.02969752676506,69.94436645507812,285290000,75.23617579142253,73.30570301486071,50.0,7.142857142857143,39.52148270904614,-0.6716384887695312,1.0,2882.23,1.6756799999999998,97.7,2.793
2020-03-11,67.99562039970796,68.93445128528909,66.64006413231262,67.51516723632812,255598800,74.89702123006185,72.93212006140699,42.85714285714286,0.0,38.07032807873582,-4.221061706542969,0.96,2741.38,1.66957,97.64,2.876
2020-03-12,62.73765109466344,66.18412766264275,60.79134689013112,60.84772491455078,418474000,74.28141021728516,72.15248166483562,100.0,0.0,35.801157679281225,-6.1992340087890625,0.92,2480.64,1.6636900000000001,97.54,2.982
2020-03-13,64.93152224945524,68.61577097979128,62.00470930035983,68.13777160644531,370732000,73.91263198852539,71.8934681126814,92.85714285714286,0.0,43.49478878752336,1.1300277709960938,0.9,2711.02,1.65809,97.34,3.087
2020-03-16,59.308319808711644,63.507331653125206,58.830324172873304,59.37205505371094,322423600,73.36871948242188,71.08563501210267,100.0,35.714285714285715,43.03351288562647,-13.874160766601562,0.73,2386.13,1.62124,96.6,2.866
2020-03-17,60.67123445321485,63.14700887087702,58.43813277988301,61.982662200927734,324056000,72.91875597635905,70.49834644363978,100.0,28.571428571428573,44.14475216779073,-8.93729019165039,0.63,2529.19,1.6084200000000002,96.04,2.956
2020-03-18,58.77395756450696,61.28159957168745,58.12437036484787,60.465328216552734,300233600,72.33515040079753,69.85105494511804,100.0,21.42857142857143,44.73416087084543,-13.74423599243164,0.63,2398.1,1.6005200000000002,95.34,3.105
2020-03-19,60.641813216251954,61.97775119992081,59.47010945351625,60.00203323364258,271857200,71.71490770975748,69.21563418953897,92.85714285714286,14.285714285714286,52.66630635095182,-11.80038070678711,0.5,2409.39,1.59066,94.52,3.325
2020-03-20,60.590340078653426,61.73018005128595,55.88881765221664,56.19277572631836,401693200,70.93703994750976,68.375449772557,100.0,7.142857142857143,43.90370518662735,-14.65609359741211,0.75,2304.92,1.58059,93.49,3.331
2020-03-23,55.908424874273656,56.01137750443544,52.11631949848862,54.99900436401367,336752800,70.15541343688965,67.51245329458646,100.0,0.0,36.087025842235136,-10.246288299560547,0.8,2237.4,1.54951,89.45,2.994
2020-03-24,57.938073097724,60.71535551687223,57.433113337939204,60.51680374145508,287531200,69.54529393513998,67.06112106535218,92.85714285714286,0.0,36.32955781822327,-9.427562713623047,0.97,2447.33,1.53837,88.17,2.922
2020-03-25,61.46544742690968,63.30389550548126,59.884382827404565,60.18343734741211,303602000,68.93991406758626,66.6173995351625,85.71428571428572,0.0,42.44761186699779,-7.331729888916016,1.07,2475.56,1.52807,86.84,2.92
2020-03-26,60.42855051413261,63.409284169601705,60.38932939937254,63.35045623779297,252087200,68.37808418273926,66.40662899984834,78.57142857142857,0.0,48.22912534370657,2.5027313232421875,1.07,2630.07,1.51794,85.46,2.898
2020-03-27,61.95569726733165,62.72049043431888,60.55847754290037,60.72761535644531,204216800,67.74786465962728,66.04024102285459,71.42857142857143,7.142857142857143,49.383049697443965,-7.41015625,0.94,2541.47,1.50781,83.97,2.803
2020-03-30,61.462985236553045,62.634688945439954,61.13451306945094,62.46064758300781,167976400,67.1747590382894,65.80929951060641,64.28571428571429,0.0,47.580632724823246,3.088592529296875,0.95,2626.65,1.47412,80.26,2.795
2020-03-31,62.65429814238515,64.34321484669985,61.77184176391102,62.33317947387695,197002000,66.64602101643881,65.58503370178515,57.142857142857146,0.0,53.40142442902408,0.35051727294921875,0.87,2584.59,1.4638200000000001,79.04,2.912
2020-04-01,60.42365762592982,60.96783853338991,58.6170772540608,59.053401947021484,176218400,65.9702081044515,65.16363810470362,50.0,7.142857142857143,56.937839241901834,-1.41192626953125,0.91,2470.5,1.4535799999999999,77.8,2.932
2020-04-02,58.91367390202423,60.092731203989615,58.07043854734671,60.03880310058594,165934000,65.35436897277832,64.83300358830893,42.85714285714286,0.0,49.6609074551821,0.036769866943359375,1.03,2526.9,1.44345,76.61,2.925
2020-04-03,59.516686060782085,60.22755106962004,58.577851572618954,59.175960540771484,129880000,64.76900736490886,64.46803306911296,35.714285714285715,78.57142857142857,52.44840491120305,2.983184814453125,1.08,2488.65,1.43333,75.71,2.865
2020-04-06,61.50219671534472,64.49518720809345,61.12960737457902,64.33831024169922,201820400,64.47722498575847,64.4596638544411,28.571428571428573,100.0,50.80200258707417,9.339305877685547,1.14,2663.68,1.40272,72.22,2.901
2020-04-07,66.38022559725832,66.6008453400265,63.4877370926392,63.5931396484375,202887200,64.24312947591146,64.403759066957,21.42857142857143,100.0,58.647754609977255,3.076335906982422,1.17,2659.41,1.3924299999999998,71.1,2.879
2020-04-08,64.40450436313503,65.53944072897121,64.03436860655559,65.22077941894531,168895200,64.02594782511393,64.45647005740786,14.285714285714286,92.85714285714286,57.47575371685342,5.037342071533203,1.19,2749.98,1.38214,70.26,2.836
2020-04-09,65.86545133956247,66.20127323248083,64.88494596781261,65.69140625,161834800,63.9807627360026,64.53614336015573,7.142857142857143,85.71428571428572,67.38393911615049,2.3409500122070312,1.23,2789.82,1.37184,69.42,2.794
2020-04-13,65.76984918023453,67.0910837735507,65.16193315019355,66.98077392578125,131022800,63.97986373901367,64.69386146116383,0.0,100.0,76.26177962115224,6.2531585693359375,1.26,2761.63,1.32984,66.79,2.848
2020-04-14,68.63537993721916,70.65767238179794,68.1573805489627,70.36351776123047,194994800,63.88377380371094,65.05964573858749,0.0,100.0,75.7616037800646,7.902870178222656,1.29,2846.06,1.31849,66.31,2.885
2020-04-15,69.22368436389489,70.18702918833004,68.7898133884766,69.7212905883789,131154400,63.84381841023763,65.36039701921919,42.85714285714286,92.85714285714286,68.53938790761198,7.388111114501953,1.19,2783.36,1.30792,65.73,2.862
2020-04-16,70.44440632182372,70.64541170895109,69.21142117398242,70.2752685546875,157125200,63.71267522176107,65.67748550537844,35.714285714285715,85.71428571428572,67.57049167085117,11.221866607666016,1.03,2799.55,1.29758,65.24,2.854
2020-04-17,69.78503933894474,70.33902742791179,67.86569532983498,69.32174682617188,215250000,63.62998631795247,65.91259913897802,28.571428571428573,78.57142857142857,66.54401247256992,9.282943725585938,1.01,2874.56,1.28724,64.79,2.901
2020-04-20,68.13287669954111,69.04719326082173,67.86323619970999,67.88284301757812,130015200,63.53111877441406,66.0397116472748,21.42857142857143,71.42857142857143,60.446855304904666,8.70688247680664,0.94,2823.16,1.2563799999999998,63.8,2.91
2020-04-21,67.72352730407513,67.9613002317048,65.06390413972218,65.78457641601562,180991600,63.549094899495444,66.02325130977421,14.285714285714286,64.28571428571429,52.545299111133694,1.4462661743164062,0.96,2736.56,1.24603,63.52,2.924
2020-04-22,67.06903534737764,68.12062977062288,66.72341368248148,67.67940521240234,116862400,63.47359619140625,66.13009994865344,7.142857142857143,57.142857142857146,58.672059122367706,4.086265563964844,1.06,2799.31,1.23569,63.25,2.88
2020-04-23,67.62301188577317,69.06435616792291,67.37788551073174,67.41710662841797,124814400,63.47032750447591,66.2131326376705,0.0,50.0,64.8757272711825,2.1963272094726562,1.05,2797.8,1.22546,63.01,2.848
2020-04-24,67.94902697871247,69.3732104688643,67.89999871661597,69.3634033203125,126161200,63.75418345133463,66.41637590751837,0.0,42.85714285714286,70.21799450134384,3.6719970703125,1.11,2836.74,1.2152399999999999,62.8,2.83
2020-04-27,69.07661562100978,69.748267035045,68.62313777149355,69.41244506835938,117087600,63.79667256673177,66.60967069208876,0.0,35.714285714285715,69.2656548777145,2.431671142578125,1.17,2878.48,1.18517,62.24,2.861
2020-04-28,69.88063711210464,70.06448192865683,68.19417361202429,68.28731536865234,112004800,64.09384791056316,66.71790583251222,0.0,28.571428571428573,62.60581514451271,-2.076202392578125,1.14,2863.39,1.17517,62.01,2.848
2020-04-29,69.79482575011625,71.0057504728342,69.58892052140247,70.53020477294922,137280800,64.3787659962972,66.963860602863,0.0,100.0,62.255476501180254,0.8089141845703125,1.14,2939.51,1.16539,61.83,2.822
2020-04-30,71.07684304002085,72.19707239181942,70.6821931589959,72.01812744140625,183064000,64.76385930379232,67.28994233438192,0.0,100.0,62.92024160604156,1.74285888671875,1.07,2912.43,1.15662,61.69,2.785
2020-05-01,70.16741501962682,73.29277586329577,70.06936597948729,70.85867309570312,240616800,65.12574729919433,67.52018302866071,42.85714285714286,100.0,53.582212641856145,1.53692626953125,1.06,2830.71,1.14801,61.6,2.778
2020-05-04,70.88320747554219,71.99117615889719,70.18459570889527,71.86125946044922,133568000,65.64803009033203,67.80025247587287,35.714285714285715,92.85714285714286,45.77593162102485,3.9784164428710938,1.07,2842.74,1.12214,61.11,2.796
2020-05-05,72.32698813519049,73.78303941173561,72.17991081298791,72.93980407714844,147751200,66.24605674743653,68.13183645014871,28.571428571428573,100.0,52.55182438242317,7.1552276611328125,1.1,2868.44,1.11365,61.04,2.808
2020-05-06,73.65067751460062,74.33212862093066,73.26092742852673,73.69235229492188,142333600,66.68524169921875,68.49057940787601,21.42857142857143,100.0,52.388660375715105,6.012947082519531,1.1,2848.42,1.10522,61.03,2.801
2020-05-07,74.32721837683808,74.80521779167223,74.02081041365288,74.45468139648438,115215200,67.16094983418783,68.87536018133461,14.285714285714286,100.0,60.81112479303036,7.037574768066406,1.08,2881.19,1.0967799999999999,61.02,2.796
2020-05-08,75.12323518194414,76.28090361155658,74.79141728785028,76.2268295288086,133838400,67.59016227722168,69.34964852633294,7.142857142857143,100.0,67.39399451103087,6.863426208496094,1.12,2929.8,1.08835,61.07,2.787
2020-05-11,75.7278680874801,77.9276831453758,75.51648487747933,77.42627716064453,145946400,68.14678433736165,69.87072134144982,0.0,100.0,75.68925616286654,8.013832092285156,1.13,2930.32,1.06316,61.62,2.783
2020-05-12,78.11941780517668,78.57659102024277,76.41855552344775,76.54145050048828,162301200,68.616144434611,70.30109096461359,0.0,100.0,76.46016723823838,8.254135131835938,1.09,2870.12,1.05473,61.75,2.804
2020-05-13,76.7233183813777,77.6573245335349,74.52595600093899,75.61726379394531,200622400,69.05894724527995,70.64406985682854,0.0,92.85714285714286,67.54127317967004,5.087059020996094,1.07,2820.0,1.04624,61.52,2.768
2020-05-14,74.8454870640116,76.14325747437685,74.11303044000931,76.0818099975586,158929200,69.62656084696452,70.99489180139177,0.0,85.71428571428572,60.55452346232969,4.063682556152344,1.06,2852.5,1.03758,61.57,2.75
2020-05-15,73.82299382214163,75.67870446263179,73.78857963763501,75.63200378417969,166348400,70.14633420308431,71.29406031641035,7.142857142857143,78.57142857142857,53.85881790160323,4.7733306884765625,1.09,2863.7,1.02882,61.76,2.739
2020-05-18,76.9740428498125,77.7925200925643,76.27353998386727,77.41400146484375,135178400,70.75426890055338,71.6888952292125,0.0,71.42857142857143,59.3467637833662,5.552742004394531,1.17,2953.91,1.0033,61.91,2.775
2020-05-19,77.43120627206012,78.28901078201946,76.93471328221473,76.96666717529297,101729600,71.17521413167317,72.02939664508867,0.0,64.28571428571429,58.89703226107923,4.026863098144531,1.15,2922.94,0.9947600000000001,61.99,2.763
2020-05-20,77.83675502823559,78.53479754543307,77.79742773841852,78.4635238647461,111504800,71.67089360555013,72.44450162700205,7.142857142857143,57.142857142857146,57.75014065593973,4.771171569824219,1.16,2971.61,0.98616,62.42,2.738
2020-05-21,78.32342688080169,78.8715411732256,77.63767081554818,77.87854766845703,102688800,72.09281921386719,72.7950852425798,0.0,100.0,61.322871246596144,3.4238662719726562,1.14,2948.51,0.97739,62.7,2.718
2020-05-22,77.61307306831942,78.46351151251918,77.50984551209973,78.37994384765625,81803200,72.5157704671224,73.15539870097183,0.0,92.85714285714286,62.65138112275851,2.1531143188476562,1.12,2955.45,0.9686899999999999,62.83,2.724
2020-05-26,79.51303987364781,79.69492201587956,77.79251041734013,77.84904479980469,125522000,72.87804616292318,73.45821457831589,0.0,100.0,62.40897466194569,0.42276763916015625,1.13,2991.77,0.93481,63.5,2.728
2020-05-27,77.70402586989616,78.33570023889469,76.95436214267092,78.18822479248047,112945200,73.13886973063151,73.76337652761683,0.0,92.85714285714286,55.778597151843854,1.6467742919921875,1.14,3036.13,0.9264899999999999,63.61,2.724
2020-05-28,77.85887680807386,79.49829901279463,77.57868017617668,78.22264862060547,133560800,73.42224833170573,74.05107150135802,42.85714285714286,85.71428571428572,56.36157362180511,2.6053848266601562,1.18,3029.73,0.9176200000000001,63.62,2.74
2020-05-29,78.46843041682207,78.93542975545535,77.78513475269645,78.14644622802734,153532400,73.68462092081705,74.31528922565927,35.714285714285715,78.57142857142857,48.69263929903251,2.06463623046875,1.15,3044.31,0.90874,63.79,2.714
2020-06-01,78.09975785769545,79.2303931459047,77.96702918232334,79.10749816894531,80791200,74.01081263224283,74.62446399619385,28.571428571428573,71.42857142857143,46.923505359002085,3.475494384765625,1.18,3055.73,0.88279,64.6,2.713
2020-06-02,78.83711413559246,79.49828959778472,78.38977469631874,79.47370910644531,87642800,74.39717483520508,74.93731851943588,21.42857142857143,64.28571428571429,44.73442514526365,2.0597076416015625,1.18,3080.82,0.87454,64.91,2.698
